temperature_c,humidity_pct,delta_temp,delta_humi,comfort_class,comfort_label
28.8,75.3,-0.22533978785104214,0.5044135996264492,3,HOT
24.9,50.3,-0.18769843763768432,0.39878165743758104,1,COMFORT
19.8,51.8,-0.01373041575666178,0.5411115667886776,0,COLD
25.6,47.7,0.10834499559360755,-0.8596749786667387,1,COMFORT
27.6,51.1,0.18839055600235452,0.1269053670400291,2,WARM_HUMID
32.3,28.9,0.4314742690497922,-0.4195195099005211,3,HOT
30.6,61.3,-0.10566807677684546,-0.2966106551744756,3,HOT
29.3,65.9,0.12335134480313273,-0.5000363799794171,2,WARM_HUMID
12.0,78.0,-0.158901103091224,0.7154214963405111,0,COLD
20.6,43.5,0.23983831712881137,0.0057128715642471035,0,COLD
22.0,37.0,-0.09861576535426385,0.16372450715524833,1,COMFORT
28.9,68.8,0.12668036474901753,-0.7729000913529412,2,WARM_HUMID
23.3,27.6,0.06346199404865292,-0.02821296926346961,1,COMFORT
27.7,81.3,-0.3259977335136884,-0.16337061555288224,2,WARM_HUMID
29.2,76.5,-0.049324623988086,0.4993228127838547,3,HOT
30.5,39.9,0.11259224850812934,0.4199818461951459,2,WARM_HUMID
27.5,28.6,-0.22292434119099241,0.15998648416132333,2,WARM_HUMID
23.3,51.5,0.05411336319957523,0.3978377218325854,1,COMFORT
21.3,31.9,0.24724421739457142,0.26535649928500016,0,COLD
22.9,30.6,0.1352827602311718,0.11753325466982403,1,COMFORT
28.0,64.1,0.0700756951578645,-0.30879049288675525,2,WARM_HUMID
26.3,51.3,-0.11516614244414762,0.049714709180550355,1,COMFORT
33.7,53.0,-0.11620304689693846,-0.5384082922774627,3,HOT
30.2,70.5,-0.034024528570654536,0.5152259073705788,3,HOT
20.3,36.0,-0.001738467647823182,-0.06871946060719852,0,COLD
28.9,50.7,-0.02759829901544463,0.16304166552430993,2,WARM_HUMID
28.5,23.0,-0.19835211520249432,0.46733356072569593,2,WARM_HUMID
29.4,77.0,-0.10389315179822592,0.13275886847068966,3,HOT
30.7,42.1,0.06002879621181184,0.31442343601441247,2,WARM_HUMID
37.0,25.4,0.013004185722830108,0.8746099177154183,3,HOT
21.3,39.7,0.08632741823161005,-0.46617866140223585,0,COLD
29.8,72.7,-0.24175476629057924,-0.19166786793020626,3,HOT
21.5,46.5,-0.024955265984212844,-0.36555681966267045,0,COLD
20.9,65.7,0.06582632447378274,0.17066874903396345,0,COLD
28.9,54.0,-0.04182860562666709,0.36352503324021423,2,WARM_HUMID
15.1,67.7,-0.11026730680529359,0.27382267953929174,0,COLD
21.6,49.9,0.08986981520623387,-0.31979383126401184,0,COLD
27.2,64.9,-0.022914160303058793,0.1591242233409417,2,WARM_HUMID
29.0,77.3,0.2327903626761892,0.04065360411198749,3,HOT
28.0,36.0,0.07073135706273086,0.2997113161657468,2,WARM_HUMID
21.5,26.7,0.2561530075730056,0.3585401944286408,0,COLD
28.8,28.0,0.1314260897539613,-0.15724769641619946,2,WARM_HUMID
25.8,66.2,-0.00769552105986515,-0.521713228466491,1,COMFORT
20.9,31.5,-0.08553742829129062,0.4584026622104519,0,COLD
32.3,52.3,0.14076585856590537,0.16336262911663565,3,HOT
28.1,39.0,0.12577361616774627,-0.5233096091947703,2,WARM_HUMID
28.4,48.0,0.07619869903688155,-0.06092713283121662,2,WARM_HUMID
25.0,56.6,-0.015526802434056153,0.08937151544565694,1,COMFORT
28.2,49.0,-0.05389624188176434,0.6017301127933653,2,WARM_HUMID
24.6,42.7,-0.3872979209625527,0.3664759224439738,1,COMFORT
20.8,68.3,0.04390138258100586,0.24474712367736173,0,COLD
24.9,44.4,-0.03940286760069662,-0.6154616208479889,1,COMFORT
20.4,25.3,-0.01284591943952147,0.1593796805981547,0,COLD
21.4,53.2,0.024115945110761976,0.2975814203627178,0,COLD
24.2,27.1,0.030591578627399252,0.06492234357295444,1,COMFORT
23.6,43.8,-0.12622274885304047,-0.5119817878602334,1,COMFORT
21.4,50.1,-0.2943644269092829,0.25868291692794837,0,COLD
26.7,52.0,0.04283311122864854,-0.22780993785863238,1,COMFORT
26.1,24.2,-0.14442856578503088,-0.3239821980323914,1,COMFORT
31.0,28.5,-0.165297986669208,0.008680346233443464,2,WARM_HUMID
34.5,31.7,0.010359113154936624,0.1284278451576003,3,HOT
25.1,60.0,0.025686607152749365,-0.05609279563604966,1,COMFORT
29.9,28.2,0.25971271399454104,-1.2254389255219955,2,WARM_HUMID
24.8,61.3,0.05914712156561955,0.15543445063775543,1,COMFORT
27.9,69.0,0.03099790941270037,-0.4197085300486745,2,WARM_HUMID
29.0,33.0,-0.11452414699433155,-0.7145669659399321,2,WARM_HUMID
22.2,29.6,0.12616964126502125,-0.23817860912844627,1,COMFORT
12.2,70.4,-0.3734997971731839,-0.6062735262250166,0,COLD
31.7,63.1,0.051694575695176624,-0.3619924390451573,3,HOT
33.3,41.3,0.1739918325129472,-0.41289279680704616,3,HOT
32.9,52.5,-0.14154025738789963,-0.2718093425865698,3,HOT
29.3,62.0,-0.22320785995517495,0.7001925630632848,2,WARM_HUMID
31.5,49.5,0.08607538809051607,0.2007651506273217,3,HOT
20.1,28.0,0.06929018774526824,0.47750146041414204,0,COLD
19.9,59.2,0.040302649701635704,-0.52530459818862,0,COLD
22.1,57.3,-0.0900655014700807,-0.02253009019235147,1,COMFORT
32.4,54.0,-0.1398241582298043,-0.20727523729658076,3,HOT
29.7,71.0,0.23267206220970277,0.391706542054867,3,HOT
32.0,76.6,-0.06554702009860079,-0.1330408559737296,3,HOT
25.2,64.5,-0.18462791400565598,-0.34718262860021337,1,COMFORT
21.6,47.5,-0.028124550683067715,0.17912207923077827,0,COLD
19.1,36.5,-0.09627663928101639,-0.36795612642883646,0,COLD
21.7,47.0,-0.08559606493180927,0.29936028564331835,0,COLD
21.4,35.5,-0.12558487673225263,-0.6169688316796281,0,COLD
30.7,63.7,-0.0751843511165181,-0.47847101139984893,3,HOT
28.2,46.3,0.16628861630849362,-0.03697874888389591,2,WARM_HUMID
22.9,30.3,0.14877420400842348,0.23432140842951596,1,COMFORT
26.4,44.0,0.06577661414992025,-0.28559034103960507,1,COMFORT
27.7,47.9,-0.036796122928170354,0.30226052805358106,2,WARM_HUMID
25.7,43.4,0.08035974139901463,-0.14064904141864673,1,COMFORT
25.3,38.0,-0.009150950240137285,0.823219137896256,1,COMFORT
27.6,82.5,-0.0009973089462496831,-0.5494166154280703,2,WARM_HUMID
22.6,35.3,-0.06350662353536048,0.551302719315065,1,COMFORT
29.0,79.0,-0.15652376726152614,0.7347302195864978,3,HOT
20.6,50.5,-0.03477373866106534,0.09234073564274625,0,COLD
24.9,47.2,-0.10166375140242011,-0.22294128762008497,1,COMFORT
20.0,42.1,0.009970948189625854,0.01575764705206777,0,COLD
30.6,17.8,-0.14087333546560224,0.03147161428623341,2,WARM_HUMID
20.0,24.3,-0.11483756891053098,0.10971685621751988,0,COLD
19.6,38.7,-0.022263397073879965,0.14818473148534705,0,COLD
23.0,39.9,-0.25744546843083704,-0.24841167659122987,1,COMFORT
21.3,60.3,0.1813014825248151,0.06094157652438298,0,COLD
31.9,16.7,-0.005400601577266615,-0.12278942266021675,2,WARM_HUMID
29.3,28.6,0.03793391935354643,-0.07202536909681974,2,WARM_HUMID
21.8,30.2,-0.23973785392485902,-0.23645659609788586,0,COLD
24.9,27.8,-0.07270139474079056,-0.13734377405069845,1,COMFORT
26.8,44.0,0.19424783772254337,0.5359262166170644,1,COMFORT
31.6,58.5,-0.5129858968730564,-0.4892526504589803,3,HOT
30.3,75.5,-0.055916369169712966,-0.933758684488709,3,HOT
28.4,72.1,0.17891300017799103,-0.3425457646499135,2,WARM_HUMID
26.9,56.0,-0.00010628918649688758,-0.03770062197073916,1,COMFORT
34.5,47.6,0.19466117110952022,-0.4355572853779206,3,HOT
22.5,28.3,-0.02648245634744735,0.06863071092002573,1,COMFORT
32.6,43.7,-0.12976325913729206,-0.6287710340202024,3,HOT
27.6,33.9,0.05007355217645282,0.5153518589430269,2,WARM_HUMID
29.4,68.7,0.13249954575747522,-0.05705526735076301,3,HOT
21.2,36.6,-0.03495317992106397,0.01872912434623235,0,COLD
28.0,48.3,0.10249578420862848,0.47313796112418677,2,WARM_HUMID
27.3,44.0,-0.004389422052746753,0.6482311534151719,1,COMFORT
21.2,48.3,0.14876313967837987,-0.5653153225452434,0,COLD
27.5,67.6,0.013921598522397593,-0.9422125011312228,2,WARM_HUMID
22.8,32.9,-0.3943894473074256,0.1541262748822931,1,COMFORT
24.2,28.8,-0.3048414914476928,-0.4668832924876403,1,COMFORT
22.1,60.0,-0.06251874767075127,-0.3586835332169683,1,COMFORT
29.9,69.0,0.05505701893949518,-0.49916001867091825,3,HOT
21.9,36.2,-0.07516927654489922,-0.5216633046194981,0,COLD
28.6,30.0,-0.12140712316241309,-0.47678419281006357,2,WARM_HUMID
21.8,47.6,-0.1398839082670058,0.1655306409815964,0,COLD
23.7,29.1,0.31715644019562084,0.40149565852459335,1,COMFORT
23.7,29.6,-0.06779756204078193,0.2176605129905579,1,COMFORT
29.8,32.2,-0.14674619247337467,-0.23350979880834044,2,WARM_HUMID
31.0,70.7,-0.007981865440947485,-0.16624774298025485,3,HOT
27.0,63.9,-0.16637474055658,0.3327037577729034,1,COMFORT
28.9,38.7,-0.34631120980766433,-0.058882463264321866,2,WARM_HUMID
21.5,38.0,-0.08956594486041212,-0.7783932001768038,0,COLD
35.2,58.9,-0.24089400135933978,0.2758240681388893,3,HOT
21.9,55.6,0.014197853157165768,-0.2100291859819525,0,COLD
28.2,35.0,-0.28391432663850774,0.3840386805937817,2,WARM_HUMID
23.4,34.7,-0.24258192336928264,0.11774136589296612,1,COMFORT
28.7,42.4,-0.12966400580035795,0.1775941649929862,2,WARM_HUMID
20.9,57.8,0.04729615928466702,-0.11890277366093337,0,COLD
21.7,40.4,0.28220164967112393,0.060960482765040284,0,COLD
29.6,73.8,0.2033805049912172,-0.06292844249006588,3,HOT
32.5,25.0,-0.14422840309938215,-0.22349944360940582,3,HOT
22.6,42.0,0.08788563017469737,-0.2950285759602181,1,COMFORT
21.4,53.2,0.003671597055650173,0.665528654932279,0,COLD
28.4,39.0,-0.09071169968073191,0.07305046329660206,2,WARM_HUMID
22.6,62.3,-0.1462326456958562,0.016203063324328207,1,COMFORT
22.9,28.1,0.00768316382218325,-0.21922374188148527,1,COMFORT
21.7,27.0,-0.19331128434295172,-0.7322396912225931,0,COLD
28.1,69.0,0.14316322255908384,-0.6011099666714139,2,WARM_HUMID
20.8,56.0,0.09929093761061993,-0.28225433318278836,0,COLD
27.9,63.4,0.0646876048845135,0.06835836949496574,2,WARM_HUMID
31.7,67.2,0.06006479907844203,0.0642605852345807,3,HOT
27.3,79.2,-0.21422536210717616,0.10694426673040942,2,WARM_HUMID
13.6,38.3,0.2099766774999039,0.36185658145270183,0,COLD
23.3,65.3,-0.07000717425721742,-0.7944014870940398,1,COMFORT
26.3,44.4,0.07006151804149119,-0.11543473612596294,1,COMFORT
32.4,56.0,0.11847542227354896,-0.4781994698297751,3,HOT
28.9,51.0,-0.16145859685290506,0.2547198952260869,2,WARM_HUMID
21.4,26.3,0.06564501451094645,0.010236345137966339,0,COLD
27.7,61.0,0.3505202277754457,-0.1568662348632811,2,WARM_HUMID
21.7,48.0,-0.16656730213869492,-0.3882571976871678,0,COLD
20.5,29.4,-0.11935764952809172,0.019477124802109225,0,COLD
27.1,43.1,-0.4019976728946703,-0.2259233646819373,1,COMFORT
21.6,66.6,-0.019433737055410506,0.10189611538708708,0,COLD
21.8,42.9,0.06263825724641843,-0.291215062741726,0,COLD
28.1,27.6,-0.036407188267315024,0.7083269547825816,2,WARM_HUMID
20.3,53.9,0.0028924418041132594,0.21770589227382664,0,COLD
21.5,43.2,0.16455074409790554,0.12707573394072785,0,COLD
29.2,57.4,0.20322956502513553,0.5845791771550647,2,WARM_HUMID
29.0,78.9,0.28805629319650133,-0.11982299594530332,3,HOT
23.9,48.6,0.08381296845907109,-0.18396240711091116,1,COMFORT
21.9,42.6,0.18892616399341863,-0.5194757633350254,0,COLD
21.6,50.0,-0.4087762387212981,0.06443978179908834,0,COLD
29.6,33.3,-0.003192474770441482,0.1544149367148237,2,WARM_HUMID
29.4,77.3,-0.14841715274242495,-0.12675357382129182,3,HOT
32.2,60.3,0.3633833361893916,-0.3572893977063187,3,HOT
25.6,69.0,0.13412893986562027,0.2854931123703081,1,COMFORT
27.2,67.3,-0.012590528350238897,-0.03364877003816769,2,WARM_HUMID
28.2,80.1,-0.030397989423322405,-0.6300564737068588,2,WARM_HUMID
35.0,68.0,-0.05428210697668631,-0.008564489481895188,3,HOT
27.9,47.0,-0.017513082779364055,-0.43207305553960645,2,WARM_HUMID
20.4,43.2,-0.009749824955107763,0.022146889056051562,0,COLD
13.4,51.8,0.09531165859215478,-0.2980969224708298,0,COLD
30.1,66.7,-0.022198312128428033,-0.06423998965269563,3,HOT
29.5,47.6,-0.06079345007558638,-0.16750256194961033,2,WARM_HUMID
24.6,41.9,0.0646514538195115,-0.4387179350229937,1,COMFORT
37.0,53.0,-0.022569751939740517,0.15635922647892964,3,HOT
34.9,44.1,-0.16218097890733402,-0.19288995092423133,3,HOT
21.4,22.4,0.30817723341071396,-0.005480598306109318,0,COLD
28.5,26.4,0.0061950430320843845,-0.009078524814122512,2,WARM_HUMID
30.3,29.0,-0.08021350062664846,1.2230604364799056,2,WARM_HUMID
28.9,61.0,-0.08976563708715703,-0.9359488898707188,2,WARM_HUMID
20.7,37.9,0.3066722335799916,0.08692898176184664,0,COLD
31.5,49.8,-0.025602057795949422,-0.28832856079404867,3,HOT
21.6,34.0,0.14298636541557516,0.19113718328647833,0,COLD
25.9,56.8,0.2563211053996528,0.2946976924443422,1,COMFORT
27.9,26.0,-0.19277544662572785,-0.19088900210969376,2,WARM_HUMID
21.1,38.6,0.08828045420734247,-0.2892427238853776,0,COLD
28.0,49.0,-0.11374231033313853,-0.4798123023488069,2,WARM_HUMID
22.1,38.0,0.18840330144120362,-0.0025305989262912037,1,COMFORT
30.7,74.9,0.08890893738098408,-0.7913732532408332,3,HOT
22.2,32.5,-0.051591296624290434,-0.5298853139943315,1,COMFORT
32.0,57.0,-0.1290973697872095,-0.0544785116983959,3,HOT
28.8,57.4,-0.11289420302782836,-0.24884244813074752,2,WARM_HUMID
19.0,37.0,-0.055982726906499636,-0.6384103315802053,0,COLD
33.7,43.0,-0.10963913044558528,-0.30050316216982603,3,HOT
31.2,28.5,-0.2000452783278649,0.5065670335820929,2,WARM_HUMID
29.7,28.7,0.09153353448165508,-0.19062742846934738,2,WARM_HUMID
31.9,66.5,0.08112423155767373,-0.4102844360521147,3,HOT
24.7,26.0,-0.07793793937449502,0.1709485127979901,1,COMFORT
31.1,20.8,0.023758793362870272,0.14522337429168403,2,WARM_HUMID
18.5,63.0,0.02181408261086391,-0.89041252408208,0,COLD
26.6,80.0,0.17887962425082274,-0.344123995036139,2,WARM_HUMID
33.4,62.0,-0.22011495643438456,-0.231021676398297,3,HOT
28.9,54.7,-0.02202802818829513,0.04818980249937736,2,WARM_HUMID
28.0,47.0,-0.010533054227642485,-0.8102379444662507,2,WARM_HUMID
20.6,38.7,-0.07336252406933202,-0.6813347757254734,0,COLD
29.4,36.1,-0.13914855282458288,0.5484213580544176,2,WARM_HUMID
23.0,48.4,0.16354833125711715,-0.15020713106954292,1,COMFORT
28.1,64.4,0.0444685744764097,-0.12452965613053667,2,WARM_HUMID
21.1,46.7,0.041817116736770826,-0.03873408080949992,0,COLD
32.5,21.5,0.05462550947136161,0.5571307593458792,3,HOT
31.2,20.0,-0.20586983218261512,0.6895176248003435,2,WARM_HUMID
28.3,65.0,0.00019885331016108443,0.7426080649760598,2,WARM_HUMID
20.5,43.6,-0.16028821044651972,1.0859041621959153,0,COLD
29.7,75.7,-0.21710720001946346,0.1867881232388381,3,HOT
25.7,48.8,-0.20955805994889978,-0.03878495624578052,1,COMFORT
18.2,30.5,-0.18072215114061824,0.5465130403009429,0,COLD
22.4,31.9,-0.20536377894843258,0.4610179433495325,1,COMFORT
32.8,24.7,-0.11536491992964723,-0.6476246588674207,3,HOT
19.5,51.8,-0.06812297017145046,0.5214509114815876,0,COLD
27.5,50.0,-0.028553009893972987,-0.4321212894224622,2,WARM_HUMID
25.0,46.4,0.13022289168205364,0.09731098347231174,1,COMFORT
29.4,74.0,0.07496890132184969,0.374534124176246,3,HOT
27.5,21.0,-0.21979032230954995,-0.2285915846127632,2,WARM_HUMID
30.8,73.0,-0.39008038911435355,0.26972069091390094,3,HOT
19.1,51.1,0.18383899093715497,0.2797931919941847,0,COLD
29.0,58.0,-0.11934572300155179,0.025367654290539266,2,WARM_HUMID
32.0,68.7,0.007065704663897003,-0.007504807182728929,3,HOT
27.6,67.8,-0.3037631077323862,0.833126198980044,2,WARM_HUMID
11.0,56.5,-0.21731705034089485,-0.6099498428611764,0,COLD
26.9,72.8,-0.027848846499572567,-0.3084921217099086,2,WARM_HUMID
22.7,46.1,0.047173600854730574,-0.6306625870312109,1,COMFORT
19.4,25.4,0.015110371218201739,0.5789492033777398,0,COLD
20.3,23.2,-0.10989963203250794,1.207604409795116,0,COLD
32.0,30.5,0.2201501928688355,0.09626438458941917,3,HOT
28.5,51.4,0.0882976388904379,-0.22218679252346019,2,WARM_HUMID
31.6,77.4,-0.3655919603446132,0.30263276443824805,3,HOT
30.5,79.8,0.23450758690514953,0.2877884120209131,3,HOT
22.4,30.2,0.1277915667594395,0.27874897585553243,1,COMFORT
19.9,50.9,-0.018879953157713503,0.9023248808055127,0,COLD
22.7,24.4,-0.13777933359525385,0.24936551395848663,1,COMFORT
24.3,27.9,0.010928728743645753,-0.27709691835860345,1,COMFORT
29.4,65.5,0.06768185821134493,0.24516490843552408,2,WARM_HUMID
29.2,46.0,0.03269372634561055,-0.09285060476738302,2,WARM_HUMID
21.6,35.6,-0.020905546241085177,0.08113285958271266,0,COLD
37.0,74.0,0.06232270531737974,0.22972041472725702,3,HOT
17.8,69.0,0.026543887460974996,-0.8820465408586632,0,COLD
21.8,28.6,0.22764623565843778,0.10508215914662014,0,COLD
26.1,46.4,0.1237052611179146,-0.274919277293375,1,COMFORT
22.2,51.4,0.04637072810021969,-0.39008887202924347,1,COMFORT
21.0,47.2,-0.194581730874941,-0.019085019694613733,0,COLD
21.6,27.6,-0.04012677009552602,-0.49382705501444407,0,COLD
29.6,69.0,0.16702820301875085,-0.03336540945297972,3,HOT
29.4,29.0,0.04989112654862963,-0.925254898288338,2,WARM_HUMID
31.2,69.3,-0.19774643599547076,-0.5098543658279191,3,HOT
30.9,75.9,-0.07627253610278058,0.1439296629127173,3,HOT
31.2,68.1,-0.0015500263316992296,-0.24893398537831277,3,HOT
29.0,46.6,0.039043858075514276,-0.40065066800736027,2,WARM_HUMID
27.4,43.0,0.22991083695038664,-0.1710121150639134,1,COMFORT
28.3,28.8,-0.1508218207528668,-0.1708798416504401,2,WARM_HUMID
24.4,65.6,-0.008511223151529605,-0.09532544693047759,1,COMFORT
23.6,32.3,0.06401579285706618,-0.2675255595807207,1,COMFORT
36.0,81.0,-0.2509170515230283,-0.28746987866391716,3,HOT
27.0,50.7,0.04601510076184761,-0.24793461146268314,1,COMFORT
28.6,40.3,-0.19808944346199006,-0.7606670375899494,2,WARM_HUMID
31.8,68.7,0.12642968264154572,-0.25927566139533137,3,HOT
31.9,30.7,-0.14731386102003233,-0.6717159615506951,2,WARM_HUMID
23.1,56.5,0.240928498634018,-0.554350119818603,1,COMFORT
18.0,34.0,-0.0008380700952274671,-0.1464064535137376,0,COLD
20.7,30.7,0.03355192296362882,0.571610247135077,0,COLD
21.6,50.3,-0.016144908824390087,0.1502082398533613,0,COLD
29.7,61.0,-0.05914012791900451,0.19094044965401968,2,WARM_HUMID
32.5,38.6,0.26191162774412924,0.5063236089473659,3,HOT
32.7,19.0,-0.4394173035003402,0.3242612824363889,3,HOT
34.4,49.3,-0.06524601966237485,0.83217087298855,3,HOT
23.0,45.5,0.2644221266877384,-0.004269188909453114,1,COMFORT
19.7,56.2,0.03445814439808838,0.682600101475763,0,COLD
28.9,54.0,-0.11940387852052335,0.10589854881403038,2,WARM_HUMID
32.2,40.0,-0.26250606310863744,0.7386404022211365,3,HOT
24.7,38.0,-0.03746589180605751,0.10555690312413915,1,COMFORT
17.9,60.0,0.14637219804037954,-0.4377731288425348,0,COLD
29.4,72.7,-0.14221859196488137,-0.19957053954781928,3,HOT
19.1,71.0,-0.13858637444131142,-0.3845246924019519,0,COLD
31.5,41.2,0.1740655756769507,0.5964471784826194,2,WARM_HUMID
27.9,65.2,-0.008211959351432332,-0.07249966291695702,2,WARM_HUMID
32.2,63.5,-0.058067591036970664,-0.0698958482720551,3,HOT
31.4,50.8,-0.2675029922246307,0.6630517909272271,3,HOT
35.3,48.4,0.1702878538786722,-0.33996319480849957,3,HOT
27.5,46.0,0.046207580925615346,0.14958875602756724,2,WARM_HUMID
21.0,69.0,-0.03333351814353962,-0.30117166962355374,0,COLD
20.6,42.4,-0.17879955098044392,-0.30075005116906617,0,COLD
20.2,40.1,-0.16240043219469846,-0.07389577086011581,0,COLD
14.6,48.3,0.06451052896156638,0.8435160125853927,0,COLD
32.1,27.7,-0.14067130060058022,0.6023294797795797,3,HOT
24.0,57.0,-0.014506966780558857,-0.2606864246559501,1,COMFORT
29.3,77.7,-0.347557793126886,0.7519588576322587,3,HOT
26.7,49.0,-0.0293677906452872,-1.0457714348434977,1,COMFORT
29.4,67.1,-0.22333833841058648,-0.048833646684363,3,HOT
34.8,38.4,-0.08142789706441088,-0.1576914979749019,3,HOT
27.5,46.0,-0.11670133685498302,-0.5874081894706239,2,WARM_HUMID
21.4,53.2,-0.02117951192126413,-0.7615892316706966,0,COLD
18.3,68.5,0.11444665944987081,-0.2700387772250934,0,COLD
24.6,59.2,0.0067237948204831284,0.05129174069625249,1,COMFORT
22.8,66.1,0.07020706270627301,0.1971362591524688,1,COMFORT
29.7,74.8,-0.21859489313757471,0.5271752211286018,3,HOT
23.8,41.6,0.03963769048623087,-0.5550455702222225,1,COMFORT
31.2,39.3,0.0045714620880943305,-0.9444335103037554,2,WARM_HUMID
24.2,45.1,-0.0518249689077098,-0.26189795403088967,1,COMFORT
28.7,71.6,0.19469102903026986,0.219331495717559,2,WARM_HUMID
18.3,65.0,-0.13695737759950977,-0.4298885619627827,0,COLD
16.5,54.7,0.15496345872689204,0.5344366414397795,0,COLD
29.9,38.5,-0.06903993621779222,-0.022801042675842705,2,WARM_HUMID
40.0,71.0,0.03109468855704596,-0.30633110858789236,3,HOT
28.8,58.1,-0.03651731682390375,0.009594868706242423,2,WARM_HUMID
27.9,35.0,0.06425130759910874,0.39139652003901615,2,WARM_HUMID
36.2,45.8,0.08416673733283546,-0.5739160671346542,3,HOT
24.7,44.7,-0.018223065816061652,0.3307900389746541,1,COMFORT
